DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,CORE_KWRD_CN,OPN_DE,media_type,REFINED_KWRD_CN,IS_STORY,media_subtype
6592,그림 - 벽초 홍명희가 유년시절을 보낸 괴산 동부리 고가,생활문화,한국의 가옥,생활과 민속,생활,충청도의 가옥,민가(서민집),"충청북도 괴산군 괴산읍 동부리에 있는 동부리 고가는 조선 후기 건립된 벽초 홍명희의 생가이다. ‘괴산동부리고가’, ‘일완 홍범식 고택’, ‘벽초 홍명희 생가’ 등으로 불린다. 괴산의 명문사대부가인 풍산 홍씨(?山洪氏)의 종가로, 홍명희의 부친 홍범식과 벽초의 생가이며, 벽초가 유년시절을 보내고, 3·1운동을 위해 괴산에서 만세운동을 모의했던 곳이다. 1730년(영조 6)에 건축된 것으로 추정되며, 좌우대칭의 평면구조를 갖는 중부지역의 살림집 건축양식을",https://minio.nculture.org/amsweb-opt/multimedia_assets/229/72629/66830/c/괴산-홍범식-고가-(1)-thumb.jpg,https://ncms.nculture.org/house/story/6592,충청북도,괴산군,충청북도 괴산군 괴산읍 임꺽정로 16,36.81377144,127.7950237,20201013,"임꺽정, 홍범식, 괴산 동부리 고가, 벽초 홍명희, 조선시대 소설가",20230330,image,,N,image
6617,"그림 - 여성 독립운동가 윤희순이 남긴 노래들, 윤희순 의병 가사집",역사문화유산,한국의 기록문화,문화유산,기타,강원도의 기록문화,종이자료,"『윤희순 의병 가사집』은 여성 독립운동가 윤희순이 의병들의 사기를 진작시키기 위해 지은 노래를 모아 만든 가사집이다. ?안사람 의병가?, ?병정의 노래? 등 수십 수의 가사가 수록되어 있다. 윤희순은 당시 사대부 아녀자의 신분으로 의병 활동을 적극적으로 지원하고, 대중들에게도 항일 의식을 고취시키는 등 구국활동에 전념한 인물이다. 특히, 일제에 저항하거나 의병들을 적극적으로 돕자는 내용의 가사를 지어 사람들에게 부르게 함으로써 의병들의 사기를 진작시키는",https://minio.nculture.org/amsweb-opt/multimedia_assets/197/72331/68587/c/%EC%9C%A4%ED%9D%AC%EC%88%9C-%EC%9D%98%EB%B3%91%EA%B0%80%EC%82%AC%EC%A7%91_%EB%AC%B8%ED%99%94%EC%9E%AC%EC%B2%AD_%EC%A0%9C4%EC%9C%A0%ED%98%95-thumb.jpg,https://ncms.nculture.org/archival/story/6617,강원도,춘천시,강원도 춘천시 강원대학길 1 강원대학교,37.86802431,127.7483874,20201013,"의병, 윤희순, 유홍석, 유인석, 대한독립단",20230330,image,전쟁/호국,N,image
6693,"그림 - 성문 밖에 세우는 정주목 같은 존재, 제주시 돌하르방",역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,석장승,"돌하르방은 제주특별자치도 제주시와 서귀포시 일대에 세워져 있는 석상이다. 돌하르방이라는 이름은 근래에 생긴 이름으로, 과거 제주도 주민들은 우석목, 무성목, 벅수머리, 돌영감, 수문장, 장군석, 동자석, 망주석, 옹중석 등으로 불렀다. 돌하르방은 관의 주도로 성문 밖에 세웠는데, 통금과 외부의 나쁜 기운을 방지하고자 세운 것으로 보인다. 기록에 의하면 영조 30년 제주에 흉년이 들자 굶어 죽은 사람들이 원귀가 되어 백성을 괴롭혀서 제주목사 김몽규가 중국",https://minio.nculture.org/amsweb-opt/multimedia_assets/137/72275/65121/c/돌하르방_문화재청_제1유형-(2)-thumb.jpg,https://ncms.nculture.org/stonecraft/story/6693,제주특별자치도,,,,,20201020,"돌하르방, 경계수호신, 완옹중, 우성목, 무성목",20230330,image,,N,image
6733,"그림 - 도학(道學)을 즐기던 전형적인 선비의 집, 안동 수곡고택",생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,반가(양반집),"경상북도 안동시 풍천면 가곡리의 안동 수곡고택은 권보의 덕을 기리기 위해 지은 안동권씨 집안의 종택이다. 권세를 누리기 보다 은일(隱逸)을 택해 일생동안 학문에 심취해 검소하게 살았던 권보의 삶을 나타내듯 소박함과 은일함이 돋보인다. 화려한 팔작지붕 대신 맞배지붕을 얹어 소박함이 깃들어 있다. 전형적인 양반집으로 ㄷ자형의 안채와 일자형의 사랑채와 중간문채가 안동지역에서 유행하던 튼 ㅁ자형을 이루고 있다. 안채 보다 뒤편의 높은 곳에 사당을 짓고, 종택의",https://minio.nculture.org/amsweb-opt/multimedia_assets/62/85757/93034/c/안동-수곡고택-(1)_rev-thumb.jpg,https://ncms.nculture.org/house/story/6733,경상북도,안동시,경북 안동시 풍천면 가곡리 419,36.57411709,128.5263122,20201026,"안동권씨, 종택, 양반집, 권보",20230330,image,전통가옥,N,image
6820,그림 - 서불이 찾아와 세운 조천의 조천석,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,입석/선바위/미륵바위,"조천석(朝天石)은 제주특별자치도 제주시에 있는데 홍수로 인한 피해를 막기위해 하늘에 기원하던 신앙적 성격의 조두석(俎豆石)이다. 조천석은 자연석인 경천암 위에 세워져 있었다. ‘경천’이란 ‘하늘을 받친다’는 의미로서, ‘하늘을 받쳐 하늘에서 쏟아져 내리는 재앙을 막는다’는 뜻을 지니고 있다. 조천석은 1960년대 산지천 복개 공사로 인하여 경천암에서 분리되어 제주대학교 박물관에 보관되었다가 복개가 끝난 후 현재 산지천 입구에 서 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/240/85934/95034/c/%EC%A1%B0%EC%B2%9C%EC%84%9D-%283%29_rev-thumb.jpg,https://ncms.nculture.org/stonecraft/story/6820,제주특별자치도,제주시,제주특별자치도 제주시 일도1동 1203,33.51379135,126.5279334,20201110,"설화, 제주도, 조천, 서불, 조천석",20230330,image,이야기/설화,Y,image
6991,그림 - 시흥시 대표 전통시장 삼미시장,생활문화,우리마을이야기,자연과 지리,마을경관,경기도 마을 산책,,삼미시장은 경기도 시흥시 신천동에 위치한 시흥시 대표 전통시장이다. 30년의 역사를 자랑하는 이곳은 먹거리와 즐길거리가 풍성해 사람들이 많이 찾는다. 시장 입구에서는 예술인들의 길거리 연주도 감상할 수 있고 시장 안쪽으로 들어가면 시장 안에서 먹거리를 즐길 수 있는 포장마차 거리도 만날 수 있다. 시장이지만 마트처럼 시식코너도 있고 대형마트 못지않은 다양성을 띠고 있다. 날이 갈수록 전통시장이 사라지고 대형마트가 도시 곳곳에 자리잡고 있는 요즘 삼미시장,https://minio.nculture.org/amsweb-opt/multimedia_assets/55/73253/71499/c/삼미시장-입구풍경-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/6991,경기도,시흥시,경기 시흥시 삼미시장1길 19,37.44059311,126.7839352,20201221,"포장마차 거리, 시흥 삼미시장, 먹거리 장터",20230330,image,,N,image
7021,"그림 - 마쓰오 님과 나의 고향 진해!!, 그 속에 담긴 이야기",생활문화,우리마을이야기,자연과 지리,마을경관,경상남도 마을 산책,,"일제강점기 진해에서 13년 7개월 거주한 마쓰오 히로후미 님은 1911년 조부의 진해 이주부터 해방 후 마쓰오가 3대가 일본 귀환까지의 34년간의 진해에서의 일상생활, 역사적인 사건, 자연 풍경 등 다방면의 화제를 경험과 객관적인 사실에 근거하여 이야기한다. 이 원고에서는 이야기꾼 마쓰오 씨를 소개하고 그의 향토 이야기 중 한 편을 공유하고자 한다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/84/73287/71594/c/4.1960%EB%85%84-%EC%B6%94%EC%A0%95%EC%9D%98-%EB%A7%88%EC%93%B0%EC%98%A4%EB%B0%95%EC%8B%A0%EB%8B%B9%28%EA%B0%80%EC%9A%B4%EB%8D%B0-%EA%B1%B4%EB%AC%BC%29-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/7021,경상남도,창원시,경남 창원시 진해구 대천동 3,35.1494586,128.6590929,20210104,"마쓰오박산당, 진해사령관",20230330,image,,N,image
7045,그림 - 300년 묵은 엄나무 아래 너럭바위에서 솟아오르는 인제 방동약수,생활문화,한국의 산과 샘,자연과 지리,자연환경,한국의 샘과 약수,강원도 지역의 샘과 약수,"방동약수는 해발 1,444m의 방태산 자락에 있는 300년 묵은 엄나무 아래 너럭바위 속에서 솟아나는 석간수이다. 방동약수는 조선 현종 때인 1670년 심마니가 현몽을 하고 발견되었으며, 물에는 탄산·철·불소·망간 등 여러 성분들이 있다. 특히 탄산 및 철분이 많이 들어있어 톡 쏘는 맛이 강한데, 이처럼 톡 쏘는 맛이 만성 위장병 치료와 소화 증진에 효과 있다고 알려져 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/112/86566/97532/c/%ED%95%9C%EA%B5%AD%EC%9D%98-%EC%82%B0%EA%B3%BC-%EC%83%98_300%EB%85%84-%EB%AC%B5%EC%9D%80-%EC%97%84%EB%82%98%EB%AC%B4-%EC%95%84%EB%9E%98-%EB%84%88%EB%9F%AD%EB%B0%94%EC%9C%84-%EC%86%8,https://ncms.nculture.org/mountain-n-spring/story/7045,강원도,인제군,강원도 인제군 기린면 방동리 282-1,37.93639621,128.3830353,20210715,"심마니, 방동약수, 탄산약수, 석간수",20230330,image,자연/약수,N,image
7049,그림 - 한계령 옆의 필례계곡에 있는 인제 필례약수,생활문화,한국의 산과 샘,자연과 지리,자연환경,한국의 샘과 약수,강원도 지역의 샘과 약수,"필례약수는 필예약수, 필레약수 등 여러 이름으로 불리는 탄산약수로 점봉산 서쪽 산자락인 인제군 인제읍 귀둔리에 자리하고 있다. 필례약수는 1930년경에 지역에 살던 이가 우연히 발견하였다고 하는데 구체적인 내용은 전하지 않는다. 필례약수 자리는 원래 인가가 없었고 마을과 떨어져 있던 까닭에 도로 사정이 좋지 않았다. 그래서 일반인들이 방문하는 데에 불편함이 많았으나 1990년대에 도로를 포장하고 주변에 게르마늄 온천도 개발한 까닭에 승용차를 이용한 방문",https://minio.nculture.org/amsweb-opt/multimedia_assets/161/85357/85774/c/%EC%9D%B8%EC%A0%9C-%ED%95%84%EB%A1%80%EC%95%BD%EC%88%98-%285%29-thumb.jpg,https://ncms.nculture.org/mountain-n-spring/story/7049,강원도,인제군,강원도 인제군 인제읍 귀둔리 1029-10,38.072122,128.3702801,20210715,"탄산약수, 필례약수, 필례계곡, 필노령, 영화 태백산맥",20230330,image,자연/약수,N,image
7050,그림 - 함경도 출신 포수가 발견한 인제 개인약수,생활문화,한국의 산과 샘,자연과 지리,자연환경,한국의 샘과 약수,강원도 지역의 샘과 약수,"강원도 인제군 상남면에 있는 개인약수는 1,080m의 높은 지대에 자리하고 있으며, 철분·칼슘·칼륨·불소·마그네슘·나트륨·규소·구리·망간 등의 성분을 함유하고 있는 탄산수이다. 1925년 개성사람 김영식, 1956년 원주사람 김재희가 개인약수를 마신 덕에 위장병을 고쳤다고 하며, 이 소문은 널리 퍼져 지금도 개인약수터 근처에서 며칠씩 묵으며 위장병을 치료하는 이들이 있다. 개인약수는 2011년 1월 13일에 천연기념물 제531호로 지정되었다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/229/85156/84598/c/189_%EC%9D%B8%EC%A0%9C-%EA%B0%9C%EC%9D%B8%EC%95%BD%EC%88%98_01_%EA%B0%95%EC%9B%90%EB%8F%84%EC%B2%AD_%ED%95%9C%EA%B5%AD%EB%AC%B8%ED%99%94%EC%A0%95%EB%B3%B4%EC%9B%90_%EC%A0%9C1%EC%9C%,https://ncms.nculture.org/mountain-n-spring/story/7050,강원도,인제군,강원 인제군 상남면 미산리 산1,37.86670375,128.385285,20210715,"민간신앙, 아기장수 설화, 약수터, 탄산약수, 개인약수",20230330,image,이야기/설화; 자연/약수,Y,image
7051,그림 - 강릉 8대 명당 터에 자리한 강릉 모학당 고택,생활문화,한국의 가옥,생활과 민속,생활,강원도의 가옥,반가(양반집),"강릉 모학당고택은 강릉 지역의 8대 명당 터의 하나로 안채를 보수하는 과정에서 발견된 상량문에 따르면 1818년(순조 18)에 건립되었다. 강원도 문화재자료 제60호인 강릉 모학당고택은 2017년 문화재 보호 조례에 따라 강릉 남진용가옥에서 강릉 모학당고택으로 명칭이 변경되었다. 전체적으로 ‘ㅁ’자형으로 배치된  구조로, 조선시대 전통 한옥의 변천과정을 살필 수 있는 귀중한 자료이다.",https://minio.nculture.org/amsweb-opt/3ds/201/86374/86374_thumbnail.jpg,https://ncms.nculture.org/house/story/7051,강원도,강릉시,강원도 강릉시 모산로 170-52,37.72650041,128.9039145,20210717,"모학당 고택, 강릉 8대 명당, 찰방댁, 강릉 남진용 가옥",20230330,image,전통가옥,N,image
7052,그림 - 조선시대 후기 ‘ㅁ’자 배치 형태의 강릉 수리골 고택,생활문화,한국의 가옥,생활과 민속,생활,강원도의 가옥,반가(양반집),"강원도 유형문화제 제79호인 강릉 수리골 고택은 강원도 강릉시 운정동에 위치한다. 문화재로 지정될 당시에는 강릉 심상진 가옥이었으나 2017년 지금의 명칭인 강릉 수리골 고택으로 변경되었다. 강릉 수리골 고택은 경포호수에 인접한 해운정과 담 하나를 사이에 두고 있으며, 사랑채와 안채의 모습은 전체적으로 ‘ㅁ’자 형태이다. 강릉 수리골 고택은 주변이 개발되면서 예전의 멋은 많이 사라진 상태이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/144/85590/90556/c/%EA%B0%95%EB%A6%89-%EC%88%98%EB%A6%AC%EA%B3%A8-%EA%B3%A0%ED%83%9D-%283%29-thumb.jpg,https://ncms.nculture.org/house/story/7052,강원도,강릉시,강원도 강릉시 운정길 123,37.78601966,128.8911012,20210717,"해운정, 수리골 고택, 강릉 심상진 가옥, 강릉 운정동",20230330,image,전통가옥,N,image
7053,그림 - 한국전쟁으로 소실된 가옥을 중건한 강릉 조철현 가옥,생활문화,한국의 가옥,생활과 민속,생활,강원도의 가옥,민가(서민집),"강릉 조철현가옥은 강원도 문화재자료 제87호로 지정되었으며, 학산리에 위치한다. 학산리는 학바위가 있어서 붙여진 이름으로 학산 오독떼기로도 유명한 마을이다. 강릉 조철현가옥은 강릉시 운산동에서 학산리로 이주한 본래 소유자의 조부에 의해 건축된 것으로, 한국전쟁 때 소실된 것을 1953년 조규팔이 어단리 편수인 홍대목에게 의뢰하여 중건한 것이다. 강릉 조철현 가옥은 ‘ㄷ’자형(안채+사랑채+곳간채) 배치에 팔작기와지붕이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/194/84846/83676/c/%EA%B0%95%EB%A6%89-%EC%A1%B0%EC%B2%A0%ED%98%84-%EA%B0%80%EC%98%A5_4_%EB%AC%B8%ED%99%94%EC%9E%AC%EC%B2%AD_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,https://ncms.nculture.org/house/story/7053,강원도,강릉시,강원도 강릉시 구정면 범일로 267-11,37.71557284,128.8906654,20210717,"강릉 학산리, 조철현 가옥, 학산 오독떼기 마을, 학바위, 굴산사",20230330,image,전통가옥,N,image
7054,"그림 - 조선시대 대표 시인 허난설헌의 생가, 강릉 초당동 고택",생활문화,한국의 가옥,생활과 민속,생활,강원도의 가옥,반가(양반집),"강릉 초당동고택은 초당두부와 강문 진또배기로 유명한 초당동에 위치한다. 처음 문화재로 지정될 당시에는 강릉 이광노 가옥이었으나 2017년 전통가옥 지정명칭 변경에 따라 강릉 초당동고택이 되었다. 강릉 초당동고택은 조선시대를 대표하는 시인의 한 사람인 허난설헌이 출생한 집이다. 소나무 숲과 함께 어우러진 가옥의 배치가 아름답고, 후원과 사랑 마당에 넓게 자리한 정원은 전통적인 한옥의 특징을 잘 반영하고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/195/84847/83677/c/%EA%B0%95%EB%A6%89-%EC%B4%88%EB%8B%B9%EB%8F%99-%EA%B3%A0%ED%83%9D_1_%EB%AC%B8%ED%99%94%EC%9E%AC%EC%B2%AD_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,https://ncms.nculture.org/house/story/7054,강원도,강릉시,강원도 강릉시 난설헌로193번길 1-16,37.79187467,128.9096474,20210717,"허균, 허난설헌, 초당동 고택, 강릉 이광노 가옥",20230330,image,전통가옥,N,image
7056,"그림 - 향촌 사대부가의 살림집, 이항로 선생 생가",생활문화,한국의 가옥,생활과 민속,생활,경기도의 가옥,반가(양반집),경기도 양평군 서종면 노문리의 벽계마을에는 조선 후기 성리학자였던 이항로 선생의 생가가 위치하고 있다. 경기도 시도유형문화재 제105호인 이항로 선생 생가는 본래 ‘ㄱ’자형 안채와 ‘ㅡ’자형 행랑채로 되어 있었는데 1994년 사랑채를 새로 건립하면서 가로로 긴 ‘ㅁ’자형의 주택 구조가 되었다. 이항로 선생 생가 내에 있는 벽계강당을 활용해 서당 체험프로그램을 진행한 바 있다.,https://minio.nculture.org/amsweb-opt/3ds/25/86448/86448_thumbnail.jpg,https://ncms.nculture.org/house/story/7056,경기도,양평군,경기도 양평군 서종면 화서1로 239,37.63987363,127.4270486,20210717,"이항로, 양평 노문리, 벽계마을, 벽계서당, 노산팔경",20230330,image,,N,image
7062,그림 - ‘광야’와 ‘청포도’의 시인 안동 이육사 생가,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,민가(서민집),경상북도 민속자료 제10호인 이육사 생가는 ‘광야’와 ‘청포도’로 유명한 시인 이육사가 태어난 집이다. 본래 경상북도 안동군 도산면 원천동에 있었으나 안동댐이 건설되면서 현재의 태화동으로 옮겨왔다. 이육사의 본명은 이원록으로 이육사는 대구교도소에서 받은 수감번호 264에서 취음한 것이다. 이육사 생가는 경상북도 안동 지역에서 일반적으로 보기 힘든 독특한 구조이다.,https://minio.nculture.org/amsweb-opt/3ds/227/86704/86704_thumbnail.jpg,https://ncms.nculture.org/house/story/7062,경상북도,안동시,경상북도 안동시 포도길 8,36.56858597,128.7080597,20210717,"독립운동가, 이원록, 이육사 생가, 안동 태화동, 264청포도 와인",20230630,image,전쟁/호국,N,image
7065,그림 - 청송지역의 민가 연구에 유용한 청송 성천댁,생활문화,한국의 가옥,생활과 민속,생활,경상도의 가옥,민가(서민집),"청송 성천댁은 문화재 지정 당시 이 집에 거주하던 할머니의 택호를 따서 ‘성천댁’이라 이름 붙였다. 국가민속문화재 제172호이다. 청송 성천댁은 집 가운데 마당이 있는 ‘ㅁ’자형의 집으로, ‘ㅁ’자형 지붕 사이로 마당 크기만큼 작은 하늘이 보인다. 청송 성천댁은 집의 평면구성과 마루 가구 구성 등이 특이하나 전체적으로 청송지역에서 흔히 볼 수 있는 가옥 배치 구조를 취하고 있다.",https://minio.nculture.org/amsweb-opt/3ds/210/86687/86687_thumbnail.jpg,https://ncms.nculture.org/house/story/7065,경상북도,청송군,경상북도 청송군 청송읍 서당길 12,36.39832688,129.0681673,20210717,"한옥체험, 뜰집, 청송 성천댁, 주왕산 성천댁",20230630,image,전통가옥; 역사/인물,N,image
7075,그림 - 독립운동가의 은신처였던 광주 최승효가옥,생활문화,한국의 가옥,생활과 민속,생활,광주의 가옥,민가(서민집),"최승효가옥은 1920년대 건축된 독립운동가 최상현의 집이다. 최상현의 둘째 아들이 지인의 사업을 돕기 위해 집을 담보로 보증을 섰다가 1977년 최승효에게 매매되었다. 최승효가옥은 800평의 부지에 자연 상태 그대로의 지형을 활용하여 건축한 것이 특징이다. 최승효가옥은 일제강점기 독립운동가들의 은신처로 활용되었으며, 개화기 당시 한옥의 변화과정을 살필 수 있다는 점에서 건축사적으로도 가치를 지니고 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/236/84888/83930/c/최승효-가옥_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/house/story/7075,광주광역시,남구,광주광역시 남구 양촌길 29-4,35.14127915,126.9138809,20210717,"독립운동가, 광주 양림동, 최승효 가옥, 최상현",20230630,image,전쟁/호국; 전통가옥,N,image
7096,그림 - 예산의 대표적인 애국지사 수당 이남규의 생가 예산 수당고택,생활문화,한국의 가옥,생활과 민속,생활,충청도의 가옥,반가(양반집),"충청남도 예산군 대술면 상항리에 있는 예산 수당고택은 2014년 충청남도 문화재에서 국가민속문화재로 격상하였다. 예산 수당고택은 예산의 대표적인 애국지사인 수당 이남규가 살았던 집으로, 크게 안채, 사랑채, 행랑채로 구성되어 있다. 정조가 ‘문수(文藪)’라는 택호를 내렸다는 예산 수당고택은 건축학적으로나 역사적으로 중요한 가치를 지니고 있다. 예산군은 예산 수당고택을 활용한 다양한 사업을 진행하고 있다.",https://minio.nculture.org/amsweb-opt/3ds/152/86629/86629_thumbnail.jpg,https://ncms.nculture.org/house/story/7096,충청남도,예산군,충남 예산군 대술면 상항리 산 25-2,36.66825207,126.9250421,20210717,"이남규, 정조, 수당고택, 이승복",20230630,image,,N,image
7107,그림 - 1950년대 시장의 아낙네들을 판화로 담은 빌리 세일러,산업,시장,생활과 민속,생활,그림으로 보는 한국의 전통시장,상인을 그린 작가,일본에서 활동했던 독일 작가 빌리 세일러. 그는 1950년대 한국인의 삶을 담은 판화 작품을 남겼다. 그의 작품 속에 등장하는 한국인은 살아 있는 듯한 느껴진다. 특히 한국전쟁 후 가난했던 시절의 고된 삶과 전쟁에서 살아남았다는 안도의 평온함이 묘하게 교차하며 한 편의 영화를 보는 느낌이다. 그의 작품 중 한국의 시장 풍경을 그린 두 편의 작품은 여성을 전면 주인공에 배치함으로써 가난했던 시절 가족을 위해 희생하고 분투했던 이땅의 여성들의 치열했던 이야,https://minio.nculture.org/amsweb-opt/multimedia_assets/193/85116/84492/c/%EB%B9%8C%EB%A6%AC-%EC%84%B8%EC%9D%BC%EB%9F%AC_%EB%8B%A4%EC%83%89%EB%8F%99%ED%8C%90%ED%99%94%281%29_%EA%B5%AD%EB%A6%BD%EB%AF%BC%EC%86%8D%EB%B0%95%EB%AC%BC%EA%B4%80_%EC%A0%9C1%EC%9C%,https://ncms.nculture.org/market/story/7107,서울특별시,종로구,서울특별시 종로구 세종로 1-1,37.58084776,126.9768514,20210719,"시장, 어시장, 동판화, 빌리세일러, 에칭",20230630,image,예술/공예,N,image
7132,"그림 - 김재관 작가가 세운 현대미술 교류 플랫폼, 쉐마미술관",생활문화,지역 이색박물관,문화유산,기타,미술관이 선사하는 감동과 위로,아름다움을 노래하는 미술관,"쉐마미술관은 2009년 6월 26일 청주시 내수읍의 고즈넉한 농촌 풍경 속에서 30여 년간 대학 강단에서 후학을 양성했던 김재관이 문을 열었다. 쉐마미술관은 청주가 고향인 서양화가 김재관의 예술과 교육에 대한 열정으로 만들어진 동시대 미술 공간이다. 개관 이후 지역의 공공미술관으로 동시대 미술의 역동성을 담아 꾸준한 기획전을 개최하고 있다. 특히 지역 젊은 작가들의 활동을 독려하는 실험적인 작업과 다양한 나라와의 국제교류전, 동시대 작가와 연계한 교육프",https://minio.nculture.org/amsweb-opt/multimedia_assets/242/85438/87000/c/%EC%89%90%EB%A7%88%EB%AF%B8%EC%88%A0%EA%B4%80-%281%29-thumb.jpg,https://ncms.nculture.org/exotic-museums/story/7132,충청북도,청주시,충청북도 청주시 청원구 내수읍 내수로 241,36.69507095,127.4999486,20210721,"현대미술, 미술관교육, 김재관, 문화제조창, 쉐마(SCHEMA)",20230630,image,예술/공예,N,image
7133,그림 - 남서울미술관으로 탈바꿈한 구 벨기에 영사관,역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,,"남서울미술관은 대한제국기에 벨기에 영사관이었던 건물을 활용하고 있다. 구 벨기에 영사관은 1900년 벨기에가 대한제국의 수교국이 된 후 그 다음 해에  지어졌다. 당시 벨기에 영사관 총영사로 임명된 뱅카르가 서울특별시 중구 회현동에 부지를 선정하고 건물을 지었다. 수려한 외관을 갖춘 영사관은 대한제국의 외교권이 일본에 넘어가게 되면서 유명무실해졌다. 이에 영사관은 여러 차례 주인이 바뀌어 오다가 한국상업은행(현, 우리은행)이 서울시에 무상으로 임대하면서",https://minio.nculture.org/amsweb-opt/multimedia_assets/90/85012/84198/c/%EA%B5%AC-%EB%B2%A8%EA%B8%B0%EC%97%90-%EC%98%81%EC%82%AC%EA%B4%80_%EA%B1%B4%EB%AC%BC-%EC%A0%95%EB%A9%B4_%EB%AC%B8%ED%99%94%EC%9E%AC%EC%B2%AD_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,https://ncms.nculture.org/legacy/story/7133,서울특별시,관악구,서울특별시 관악구 남부순환로 2076,37.47606183,126.9794667,20210721,"벨기에, 고전주의, 영사관, 남서울미술관",20230630,image,예술/공예,N,image
7135,"그림 - 근대 토목기술을 집약한 최초의 아치교, 대전육교",역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다","대전육교는 1969년 10월에 건설된 경부고속도로 시설물이며, 국내 최초이자 최고 높이를 자랑하는 아치형 교각이다. 대전광역시 대덕구 회덕동부터 충청북도 옥천군 군복면 증약리 구간을 연결하는 역할을 했다. 아치형 교각의 특성상 당시 기술로서는 매우 까다로운 공법이 사용되었는데 자본과 기술의 부족으로 여러 차례 붕괴 사고를 겪은 후에야 완공될 수 있었다. 우리나라 근대 토목기술 역량을 보여주는 대전육교는 그 가치를 인정받아 2020년 6월 24일에 국가등",https://minio.nculture.org/amsweb-opt/multimedia_assets/136/86304/96859/c/%EB%8C%80%EC%A0%84%EC%9C%A1%EA%B5%90-%288%29_rev-thumb.jpg,https://ncms.nculture.org/legacy/story/7135,대전광역시,대덕구,대전광역시 대덕구 비래동 4-8,36.35639408,127.4595674,20210721,"경부고속도로, 아치형교각, 길치근린공원",20230630,image,,N,image
7137,그림 - 조선후기 제철로와 국내 최초의 '전기로'를 볼 수 있는 충북 음성 ‘철박물관’,생활문화,지역 이색박물관,문화유산,기타,박물관이 전하는 세상의 모든 이야기,역사와 문화가 숨쉬는 박물관,"철박물관은 철의 역사와 철 문화를 주제로 하는 철전문 박물관으로 2000년 충북 음성 감곡면에 문을 열었다. 특히 문화재청 등록문화재 제556호 『전기로』와 조선시대 후기 제철유적이 이전·복원된 모습을 만날 수 있다. 철박물관은 약 6000여점의 유물을 소장, 전시하고 있으며, 잘 가꾸어진 조경도 일품이다. 또한 박물관의 핵심가치인 소통, 상상, 환경을 바탕으로 다양한 교육과 문화 행사를 통해 지역사회의 복합문화 공간으로의 역할을 하고 있다. 관람객은",https://minio.nculture.org/amsweb-opt/multimedia_assets/24/85470/88142/c/%EC%9D%8C%EC%84%B1-%EC%B2%A0%EB%B0%95%EB%AC%BC%EA%B4%80-%282%29-thumb.jpg,https://ncms.nculture.org/exotic-museums/story/7137,충청북도,음성군,충청북도 음성군 감곡면 영산로 360,37.09116101,127.6497515,20210721,"철, 철의 역사, 전기로, 충북 음성, 철박물관",20230630,image,,N,image
